country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,first_trip_tz,cost_category
ISRAEL,25-44,Alone,0,1,Meetings and Conference,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Normal Cost
UNITED STATES OF AMERICA,65+,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,0,Yes,Higher Cost
FRANCE,18-24,Alone,0,1,Volunteering,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,41,0,Yes,Normal Cost
UGANDA,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,No,No,No,No,1,5,Yes,Higher Cost
BELGIUM,18-24,With Other Friends/Relatives,2,0,Leisure and Holidays,Widlife Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,No,No,No,No,7,0,Yes,Normal Cost
GERMANY,45-64,With Spouse and Children,2,1,Visiting Friends and Relatives,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,17,4,Yes,Normal Cost
KENYA,25-44,With Other Friends/Relatives,0,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,0,8,Yes,Normal Cost
SPAIN,45-64,Alone,1,0,Visiting Friends and Relatives,Bird Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,10,0,No,Lower Cost
KENYA,25-44,Alone,1,0,Meetings and Conference,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,3,4,Yes,Low Cost
ZAMBIA,25-44,Alone,0,1,Business,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Lower Cost
UNITED STATES OF AMERICA,65+,Alone,1,0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,11,0,Yes,Higher Cost
FRANCE,18-24,Alone,1,0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,No,7,0,Yes,High Cost
SPAIN,25-44,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,8,5,Yes,High Cost
INDIA,18-24,Alone,0,1,Business,Business,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,No,Lower Cost
UNITED STATES OF AMERICA,18-24,Alone,1,0,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,14,0,Yes,Lower Cost
UNITED KINGDOM,45-64,With Other Friends/Relatives,0,3,Business,Widlife Tourism,Trade fair,Independent,No,No,No,No,No,No,No,4,0,No,Normal Cost
KENYA,25-44,Alone,0,1,Business,Widlife Tourism,"Friends, relatives",Package Tour,Yes,No,Yes,No,No,No,No,2,0,No,Normal Cost
CANADA,45-64,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,0,Yes,Higher Cost
SOUTH AFRICA,25-44,With Other Friends/Relatives,0,2,Meetings and Conference,Conference Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,3,2,Yes,Normal Cost
INDIA,25-44,Alone,0,1,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,No,Lower Cost
CHINA,25-44,Alone,1,0,Meetings and Conference,Mountain Climbing,"Friends, relatives",Package Tour,No,No,No,No,No,No,No,4,0,Yes,Higher Cost
ITALY,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Yes,Yes,Yes,0,7,Yes,Normal Cost
JAPAN,65+,Alone,0,1,Business,Mountain Climbing,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,0,6,No,Normal Cost
UNITED KINGDOM,18-24,Alone,0,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,13,3,Yes,High Cost
UNITED STATES OF AMERICA,45-64,With Spouse and Children,3,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,12,4,Yes,Higher Cost
DENMARK,18-24,Alone,0,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,14,14,Yes,Highest Cost
KENYA,45-64,Alone,0,1,Meetings and Conference,Conference Tourism,Inflight magazines,Package Tour,Yes,Yes,No,No,No,No,No,2,0,No,Lower Cost
BURUNDI,45-64,Alone,0,1,Business,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,14,0,No,Lower Cost
PAKISTAN,25-44,Alone,0,1,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost
KENYA,25-44,With Other Friends/Relatives,0,3,Leisure and Holidays,Bird Tourism,Trade fair,Independent,No,No,No,No,No,No,No,3,0,Yes,Normal Cost
URUGUAY,45-64,Alone,0,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,2,Yes,Normal Cost
UNITED STATES OF AMERICA,25-44,With Other Friends/Relatives,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,8,0,Yes,High Cost
INDIA,25-44,Alone,0,1,Business,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,13,0,No,Normal Cost
CANADA,65+,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,Higher Cost
SWEDEN,25-44,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,4,6,No,Low Cost
KENYA,25-44,With Other Friends/Relatives,2,2,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost
ITALY,25-44,With Spouse,1,1,Leisure and Holidays,Business,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,Yes,0,7,No,High Cost
UNITED STATES OF AMERICA,45-64,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,18,0,No,Higher Cost
ZAMBIA,45-64,Alone,0,1,Business,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,No,Lower Cost
UNITED KINGDOM,18-24,Alone,0,1,Leisure and Holidays,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,24,0,No,Normal Cost
SPAIN,25-44,Alone,0,1,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Yes,Low Cost
UNITED STATES OF AMERICA,45-64,With Children,1,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,13,0,Yes,Higher Cost
KUWAIT,45-64,With Other Friends/Relatives,3,0,Visiting Friends and Relatives,Beach Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,0,5,Yes,Low Cost
ITALY,25-44,With Other Friends/Relatives,3,3,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,8,10,No,Higher Cost
UNITED KINGDOM,65+,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,2,Yes,Higher Cost
UNITED STATES OF AMERICA,45-64,With Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,0,Yes,Normal Cost
PORTUGAL,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,No,No,0,7,Yes,Normal Cost
KENYA,45-64,Alone,0,1,Meetings and Conference,Conference Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost
CHINA,25-44,With Other Friends/Relatives,2,0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,0,3,Yes,Low Cost
ITALY,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,7,Yes,High Cost
UNITED STATES OF AMERICA,25-44,Alone,0,1,Business,Wildlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,1,0,Yes,Lower Cost
UNITED KINGDOM,25-44,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,8,4,Yes,Normal Cost
UNITED KINGDOM,18-24,Alone,1,0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,7,0,Yes,Normal Cost
NORWAY,18-24,Alone,1,0,Leisure and Holidays,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost
INDIA,45-64,Alone,0,1,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,1,No,Lower Cost
GERMANY,18-24,With Spouse,1,1,Leisure and Holidays,Beach Tourism,Others,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,10,Yes,High Cost
SPAIN,45-64,With Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Yes,Higher Cost
UNITED STATES OF AMERICA,<18,With Other Friends/Relatives,1,2,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,No,Yes,Yes,No,No,No,11,0,Yes,Higher Cost
ZAMBIA,45-64,Alone,0,1,Business,Wildlife Tourism,Trade fair,Independent,No,No,No,No,No,No,No,4,0,Yes,Lower Cost
UNITED STATES OF AMERICA,25-44,Alone,0,1,Leisure and Holidays,Conference Tourism,Others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,9,0,Yes,High Cost
UNITED STATES OF AMERICA,45-64,Alone,1,0,Meetings and Conference,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,5,0,No,Normal Cost
ZIMBABWE,25-44,With Other Friends/Relatives,1,1,Business,Wildlife Tourism,Others,Independent,No,No,No,No,No,No,No,1,0,No,Lower Cost
SPAIN,25-44,Alone,0,1,Meetings and Conference,Hunting Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,2,0,Yes,Low Cost
ZAMBIA,45-64,Alone,0,1,Other,Hunting Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,3,0,No,Low Cost
GERMANY,45-64,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,3,0,Yes,High Cost
UNITED STATES OF AMERICA,45-64,With Spouse,1,1,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,14,0,Yes,Higher Cost
NORWAY,45-64,With Children,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,8,5,Yes,Higher Cost
GERMANY,25-44,Alone,0,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,No,No,No,No,No,No,12,5,Yes,Higher Cost
AUSTRALIA,65+,Alone,0,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,0,Yes,Higher Cost
UNITED STATES OF AMERICA,65+,Alone,0,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,0,Yes,Higher Cost
SWIZERLAND,45-64,Alone,1,0,Leisure and Holidays,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,0,No,Normal Cost
FRANCE,45-64,With Spouse and Children,2,2,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,Higher Cost
ZIMBABWE,25-44,With Other Friends/Relatives,1,1,Business,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,3,0,Yes,Normal Cost
OMAN,25-44,With Spouse and Children,1,2,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,No,No,No,Yes,No,No,7,0,Yes,Higher Cost
ITALY,45-64,With Spouse,0,0,Leisure and Holidays,Widlife Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,4,3,Yes,Higher Cost
UNITED STATES OF AMERICA,18-24,Alone,1,0,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Independent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,11,Yes,Low Cost
NETHERLANDS,25-44,With Spouse and Children,2,2,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,10,6,Yes,Higher Cost
UNITED ARAB EMIRATES,25-44,Alone,0,1,Visiting Friends and Relatives,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Low Cost
ITALY,45-64,With Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,Higher Cost
FRANCE,25-44,With Other Friends/Relatives,1,2,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,0,Yes,Higher Cost
ITALY,45-64,With Spouse,1,1,Leisure and Holidays,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,7,Yes,High Cost
AUSTRIA,25-44,Alone,1,0,Visiting Friends and Relatives,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,20,0,No,Normal Cost
CANADA,45-64,With Children,1,1,Leisure and Holidays,Widlife Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,14,0,Yes,Higher Cost
UNITED KINGDOM,25-44,With Other Friends/Relatives,2,1,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,No,Normal Cost
UNITED KINGDOM,25-44,Alone,0,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,21,0,No,Normal Cost
FRANCE,45-64,With Spouse and Children,3,2,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,5,3,Yes,Higher Cost
SOUTH AFRICA,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,Others,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,Normal Cost
FRANCE,65+,With Spouse and Children,2,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,Yes,10,0,Yes,Highest Cost
GERMANY,45-64,With Spouse,1,1,Visiting Friends and Relatives,Conference Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,23,7,No,High Cost
ITALY,45-64,With Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,4,10,Yes,Normal Cost
SPAIN,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,No,No,No,No,0,6,Yes,Higher Cost
PHILIPINES,45-64,Alone,0,1,Visiting Friends and Relatives,Beach Tourism,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,7,0,Yes,Low Cost
ITALY,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,Tanzania Mission Abroad,Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Yes,Normal Cost
KOREA,45-64,Alone,1,0,Business,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,No,Normal Cost
ZAMBIA,25-44,Alone,0,1,Business,Wildlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,2,0,No,Lower Cost
SPAIN,45-64,With Spouse,1,1,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,6,5,Yes,Higher Cost
UNITED KINGDOM,18-24,With Other Friends/Relatives,1,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,13,4,Yes,High Cost
ITALY,45-64,With Spouse and Children,1,2,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,15,No,Higher Cost
ZIMBABWE,25-44,Alone,0,1,Other,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,No,Low Cost
KENYA,25-44,Alone,1,0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,0,No,Lower Cost
UNITED KINGDOM,25-44,Alone,1,0,Leisure and Holidays,Conference Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,9,0,Yes,Normal Cost
DENMARK,45-64,With Spouse and Children,2,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,8,0,No,Normal Cost
UNITED STATES OF AMERICA,18-24,Alone,0,1,Leisure and Holidays,Conference Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,14,0,Yes,High Cost
UNITED KINGDOM,18-24,Alone,1,0,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,No,Low Cost
UNITED STATES OF AMERICA,45-64,Alone,1,0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,12,0,Yes,Higher Cost
AUSTRALIA,65+,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Yes,Highest Cost
CHINA,45-64,With Other Friends/Relatives,0,2,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,12,0,Yes,Higher Cost
GERMANY,18-24,Alone,1,0,Leisure and Holidays,Business,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,10,16,Yes,Normal Cost
UNITED KINGDOM,45-64,Alone,0,1,Scientific and Academic,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Normal Cost
ITALY,25-44,With Spouse and Children,3,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,Higher Cost
UNITED KINGDOM,25-44,With Other Friends/Relatives,2,0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,No,Low Cost
ARGENTINA,45-64,Alone,0,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,12,3,Yes,High Cost
UNITED KINGDOM,25-44,With Other Friends/Relatives,3,4,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Yes,No,No,13,0,Yes,Higher Cost
UGANDA,25-44,Alone,0,1,Leisure and Holidays,Hunting Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,3,0,No,Lower Cost
FRANCE,25-44,With Spouse and Children,2,2,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,5,5,Yes,Higher Cost
UNITED STATES OF AMERICA,18-24,With Other Friends/Relatives,1,1,Meetings and Conference,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,60,0,No,Normal Cost
ITALY,45-64,With Spouse and Children,2,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,High Cost
UNITED STATES OF AMERICA,65+,Alone,1,0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,No,No,21,0,No,Higher Cost
UNITED KINGDOM,18-24,Alone,1,0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,33,0,Yes,Normal Cost
SWEDEN,65+,With Spouse,1,1,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,11,5,Yes,Lower Cost
SOUTH AFRICA,18-24,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,5,1,Yes,Normal Cost
UNITED STATES OF AMERICA,25-44,Alone,0,1,Leisure and Holidays,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Yes,Low Cost
UNITED KINGDOM,65+,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,0,Yes,Lower Cost
ITALY,25-44,Alone,1,0,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,20,0,No,Normal Cost
BRAZIL,25-44,Alone,1,0,Leisure and Holidays,Widlife Tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,0,Yes,Normal Cost
UNITED KINGDOM,45-64,With Other Friends/Relatives,2,1,Business,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,5,0,No,High Cost
UNITED STATES OF AMERICA,25-44,Alone,0,1,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Lower Cost
NETHERLANDS,45-64,Alone,1,0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,8,0,No,Higher Cost
UNITED STATES OF AMERICA,25-44,Alone,1,0,Visiting Friends and Relatives,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,No,Normal Cost
UNITED KINGDOM,45-64,Alone,1,0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,0,Yes,Normal Cost
ITALY,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,No,No,No,Yes,0,7,Yes,Higher Cost
PORTUGAL,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,5,Yes,Higher Cost
FRANCE,25-44,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,Yes,Yes,3,8,Yes,Higher Cost
FRANCE,25-44,With Spouse,1,1,Leisure and Holidays,Business,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,No,No,No,Yes,0,7,Yes,High Cost
SOUTH AFRICA,25-44,Alone,1,0,Business,Widlife Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,13,0,No,Low Cost
ZIMBABWE,45-64,Alone,0,1,Business,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,3,0,No,High Cost
SOUTH AFRICA,25-44,Alone,1,0,Meetings and Conference,Bird Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,5,0,Yes,Normal Cost
ITALY,25-44,With Other Friends/Relatives,2,0,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,No,No,No,No,No,No,0,7,Yes,High Cost
ITALY,18-24,With Spouse and Children,1,1,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,29,0,Yes,Normal Cost
ITALY,45-64,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,High Cost
NETHERLANDS,45-64,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,10,5,Yes,Higher Cost
ZIMBABWE,45-64,With Other Friends/Relatives,1,1,Business,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Yes,Normal Cost
GERMANY,25-44,Alone,1,0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,14,0,Yes,High Cost
UAE,25-44,Alone,0,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,3,0,Yes,Normal Cost
GERMANY,45-64,With Other Friends/Relatives,2,2,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,7,7,Yes,Higher Cost
ITALY,45-64,With Spouse and Children,1,3,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,High Cost
FRANCE,65+,With Children,2,0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,4,0,Yes,High Cost
UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,Yes,7,3,Yes,High Cost
ITALY,45-64,With Other Friends/Relatives,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,12,Yes,Higher Cost
ITALY,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,0,7,Yes,High Cost
BELGIUM,45-64,With Children,2,2,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,17,0,Yes,Highest Cost
SOUTH AFRICA,45-64,With Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,0,No,Higher Cost
SPAIN,25-44,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,8,0,Yes,Normal Cost
ITALY,18-24,With Spouse,1,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,9,3,Yes,Higher Cost
CANADA,45-64,With Other Friends/Relatives,3,5,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,17,0,Yes,Higher Cost
