age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,payment_mode,first_trip_tz,total_people,country_new,cost_category
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Credit Card,Yes,2,ITALY,3
25~44,Alone,1,0,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,ZIMBABWE,2
25~44,Alone,0,1,Business,Beach tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,ZAMBIA,1
45~64,Alone,0,1,Business,Beach tourism,Trade fair,Independent,No,No,No,No,No,No,No,4,0,Cash,No,1,ZAMBIA,2
25~44,Friends/Relatives,0,2,Other,Hunting tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,2,0,Credit Card,Yes,2,ZIMBABWE,1
45~64,Blank,0,1,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Independent,Yes,No,No,No,No,No,No,20,0,Cash,No,1,GERMANY,3
25~44,Friends/Relatives,0,2,Business,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,2,ZAMBIA,1
25~44,Friends/Relatives,0,2,Other,Hunting tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,2,ZIMBABWE,2
1~24,Alone,0,1,Business,Hunting tourism,inflight magazines,Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,1,ZIMBABWE,1
1~24,Friends/Relatives,3,3,Visiting Friends and Relatives,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,4,1,Cash,Yes,6,UGANDA,1
25~44,Friends/Relatives,0,2,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Cash,Yes,2,ZIMBABWE,1
25~44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,Cash,No,1,UGANDA,1
1~24,Blank,1,0,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,Yes,1,KENYA,1
25~44,Blank,0,1,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,Cash,Yes,1,NORWAY,2
25~44,Blank,0,1,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,0,Credit Card,Yes,1,TAIWAN,2
45~64,Spouse and Children,3,1,Leisure and Holidays,Wildlife tourism,others,Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,7,6,Credit Card,Yes,4,FRANCE,3
1~24,Alone,0,1,Volunteering,Hunting tourism,others,Independent,No,No,No,No,No,No,No,42,0,Cash,Yes,1,UNITED KINGDOM,2
1~24,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,3,0,Cash,Yes,1,CHINA,2
45~64,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,No,No,3,0,Cash,Yes,1,CHINA,2
25~44,Blank,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,No,No,7,3,Cash,Yes,1,AUSTRALIA,2
25~44,Spouse and Children,2,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,10,10,Cash,No,3,JAPAN,2
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Cash,Yes,2,ITALY,3
25~44,Blank,0,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Cash,Yes,1,ITALY,2
25~44,Friends/Relatives,0,2,Business,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,2,ZIMBABWE,2
45~64,Blank,0,1,Visiting Friends and Relatives,Hunting tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,KENYA,1
25~44,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,4,Cash,Yes,2,UNITED STATES OF AMERICA,1
1~24,Spouse,1,1,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,2,UNITED STATES OF AMERICA,1
45~64,Spouse and Children,2,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,7,3,Cash,Yes,4,BELGIUM,4
45~64,Friends/Relatives,2,2,Leisure and Holidays,Wildlife tourism,others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,9,3,Cash,Yes,4,AUSTRALIA,3
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,4,Cash,Yes,2,SOUTH AFRICA,1
25~44,Blank,1,0,Visiting Friends and Relatives,Hunting tourism,others,Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,1,KENYA,1
45~64,Friends/Relatives,1,3,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,9,3,Credit Card,Yes,4,FRANCE,4
25~44,Friends/Relatives,0,2,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,2,ZIMBABWE,2
25~44,Blank,1,0,Meetings and Conference,Mountain climbing,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,0,3,Cash,Yes,1,INDIA,2
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Cash,Yes,2,ITALY,3
45~64,Spouse and Children,2,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,5,5,Credit Card,Yes,3,UNITED KINGDOM,2
45~64,Alone,0,1,Business,Wildlife tourism,Trade fair,Package Tour,Yes,No,No,No,No,No,No,1,0,Cash,No,1,KENYA,1
45~64,Spouse,1,3,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,20,0,Cash,Yes,4,SPAIN,4
1~24,Alone,1,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,13,0,Cash,Yes,1,UNITED KINGDOM,2
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,Yes,7,0,Cash,Yes,2,UNITED STATES OF AMERICA,4
25~44,Friends/Relatives,2,4,Leisure and Holidays,Conference tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,14,0,Cash,Yes,6,MALAYSIA,2
25~44,Friends/Relatives,2,0,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,15,0,Cash,Yes,2,ITALY,2
45~64,Friends/Relatives,4,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,1,Cash,No,4,SOUTH AFRICA,2
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7,0,Credit Card,Yes,2,CANADA,3
25~44,Alone,0,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,No,No,11,4,Cash,Yes,1,NEW ZEALAND,2
1~24,Blank,0,1,Volunteering,Cultural tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,12,0,Cash,Yes,1,IRELAND,2
25~44,Spouse and Children,2,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,4,3,Cash,Yes,3,O-HIC,3
25~44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,4,0,Cash,Yes,1,IRELAND,2
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Credit Card,Yes,2,UNITED STATES OF AMERICA,4
25~44,Blank,1,0,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,Cash,No,1,KENYA,1
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,6,0,Credit Card,Yes,2,UNITED STATES OF AMERICA,4
45~64,Alone,0,1,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,0,17,Cash,No,1,FRANCE,2
25~44,Blank,0,1,Meetings and Conference,Mountain climbing,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,4,0,Cash,No,1,SOUTH AFRICA,2
45~64,Spouse and Children,3,3,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,5,7,Cash,Yes,6,GERMANY,2
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,5,11,Cash,Yes,2,UNITED KINGDOM,2
45~64,Alone,0,1,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,Cash,Yes,1,ZIMBABWE,1
25~44,Friends/Relatives,2,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,3,ZIMBABWE,2
25~44,Alone,0,1,Business,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,7,0,Cash,No,1,ZAMBIA,1
25~44,Friends/Relatives,0,2,Business,Hunting tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,3,0,Cash,No,2,ZIMBABWE,2
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,3,Credit Card,Yes,2,UNITED KINGDOM,2
1~24,Alone,1,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10,4,Cash,Yes,1,BRAZIL,2
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Yes,No,No,11,7,Cash,Yes,2,GERMANY,2
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,10,10,Cash,Yes,2,GERMANY,2
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,0,Cash,Yes,2,UNITED STATES OF AMERICA,2
25~44,Friends/Relatives,2,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,0,7,Cash,Yes,3,ITALY,3
45~64,Spouse,1,1,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,0,6,Credit Card,Yes,2,SWEDEN,3
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,6,4,Credit Card,Yes,2,IRELAND,2
1~24,Friends/Relatives,2,0,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,14,6,Cash,Yes,2,UNITED KINGDOM,2
25~44,Alone,0,1,Business,Hunting tourism,others,Independent,No,No,No,No,No,No,No,3,0,Cash,Yes,1,ZIMBABWE,2
1~24,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Cash,Yes,2,ITALY,3
25~44,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,6,7,Cash,Yes,2,UNITED STATES OF AMERICA,3
25~44,Friends/Relatives,1,2,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Cash,Yes,3,ITALY,3
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,0,Cash,Yes,2,UNITED STATES OF AMERICA,3
45~64,Blank,0,1,Business,Wildlife tourism,Trade fair,Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,KENYA,1
25~44,Spouse,1,1,Leisure and Holidays,Diving and Sport Fishing,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,11,5,Cash,Yes,2,AUSTRALIA,3
25~44,Alone,0,1,Leisure and Holidays,Conference tourism,others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,9,0,Credit Card,Yes,1,UNITED STATES OF AMERICA,3
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,0,Cash,Yes,2,UNITED STATES OF AMERICA,3
25~44,Alone,0,1,Meetings and Conference,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,9,0,Cash,Yes,1,SOUTH AFRICA,2
45~64,Friends/Relatives,1,1,Leisure and Holidays,Cultural tourism,others,Independent,No,No,No,No,No,No,No,14,0,Credit Card,No,2,UNITED STATES OF AMERICA,1
45~64,Blank,0,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,Cash,No,1,O-ASIA,2
25~44,Blank,0,1,Leisure and Holidays,Conference tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,10,0,Cash,Yes,1,CZECH REPUBLIC,2
1~24,Blank,0,1,Scientific and Academic,Hunting tourism,others,Package Tour,No,Yes,Yes,No,No,Yes,No,3,0,Cash,Yes,1,JAPAN,1
25~44,Alone,1,0,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,Cash,No,1,SOUTH AFRICA,1
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,Cash,Yes,2,FRANCE,2
45~64,Spouse and Children,2,0,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,No,2,KENYA,2
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,3,Cash,Yes,2,SPAIN,3
25~44,Blank,1,0,Leisure and Holidays,Conference tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,12,0,Cash,Yes,1,UNITED STATES OF AMERICA,4
45~64,Alone,1,0,Business,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,15,0,Cash,Yes,1,CANADA,2
45~64,Alone,0,1,Business,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,3,0,Cash,Yes,1,ITALY,1
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Cash,Yes,2,ITALY,2
65+,Blank,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,No,No,11,0,Cash,Yes,1,UNITED STATES OF AMERICA,3
25~44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,13,7,Cash,Yes,1,CANADA,2
45~64,Spouse,1,1,Volunteering,Hunting tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,46,0,Cash,Yes,2,KOREA,2
1~24,Blank,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,11,Cash,Yes,1,UNITED STATES OF AMERICA,2
1~24,Alone,0,1,Business,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,6,0,Credit Card,Yes,1,ZAMBIA,2
45~64,Friends/Relatives,0,2,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,Cash,No,2,ZAMBIA,1
45~64,Spouse,1,1,Leisure and Holidays,Cultural tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,0,13,Cash,No,2,FRANCE,2
25~44,Friends/Relatives,4,6,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,No,Yes,No,No,15,5,Cash,Yes,10,UNITED STATES OF AMERICA,4
25~44,Spouse and Children,2,1,Leisure and Holidays,Beach tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,1,13,Cash,Yes,3,ITALY,3
25~44,Alone,1,0,Business,Wildlife tourism,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,1,0,Cash,No,1,ZIMBABWE,1
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,3,0,Credit Card,Yes,2,SPAIN,2
25~44,Blank,1,0,Leisure and Holidays,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,Cash,Yes,1,DENMARK,2
45~64,Spouse and Children,4,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,9,0,Cash,Yes,6,UNITED STATES OF AMERICA,4
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,Cash,Yes,2,AUSTRALIA,3
45~64,Blank,0,1,Meetings and Conference,Wildlife tourism,"Friends, relatives",Package Tour,No,Yes,No,Yes,Yes,Yes,No,2,0,Cash,Yes,1,ITALY,2
45~64,Alone,1,0,Visiting Friends and Relatives,Hunting tourism,others,Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,1,KENYA,1
25~44,Blank,0,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,No,Yes,No,No,Yes,Yes,No,10,0,Cash,Yes,1,UNITED STATES OF AMERICA,3
45~64,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,3,0,Cash,Yes,1,UNITED STATES OF AMERICA,3
45~64,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,4,0,Cash,Yes,1,UNITED STATES OF AMERICA,3
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,0,Credit Card,Yes,2,UNITED STATES OF AMERICA,4
45~64,Alone,1,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,0,Cash,No,1,UNITED STATES OF AMERICA,2
45~64,Blank,0,1,Visiting Friends and Relatives,business,"Friends, relatives",Independent,No,No,No,No,No,No,No,70,0,Cash,No,1,INDIA,2
25~44,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,6,0,Credit Card,No,2,BURUNDI,2
25~44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,1,ZIMBABWE,2
25~44,Blank,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,BURUNDI,1
25~44,Alone,0,1,Business,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Cash,Yes,1,ZIMBABWE,2
45~64,Children,1,1,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,2,DRC,1
25~44,Friends/Relatives,1,1,Other,Hunting tourism,others,Independent,No,No,No,No,No,No,No,5,0,Cash,No,2,KENYA,1
25~44,Friends/Relatives,0,2,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,Cash,No,2,DRC,1
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Credit Card,No,2,ITALY,2
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,5,0,Cash,Yes,2,AUSTRALIA,4
1~24,Blank,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,3,0,Cash,Yes,1,JAPAN,2
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,0,Cash,No,2,AUSTRALIA,3
25~44,Children,3,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,0,Credit Card,Yes,3,ITALY,4
25~44,Spouse and Children,2,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Cash,Yes,3,ITALY,3
45~64,Friends/Relatives,2,4,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,14,Cash,Yes,6,FRANCE,4
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,No,Yes,No,11,3,Cash,Yes,2,ITALY,2
25~44,Blank,1,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,9,0,Cash,Yes,1,DENMARK,4
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,No,13,7,Credit Card,Yes,2,GERMANY,4
45~64,Spouse,1,1,Leisure and Holidays,business,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,0,7,Cash,Yes,2,SOUTH AFRICA,4
25~44,Blank,0,1,Meetings and Conference,Mountain climbing,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,3,0,Cash,Yes,1,O-NAME,2
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,5,3,Cash,Yes,2,SPAIN,3
25~44,Friends/Relatives,2,0,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,6,Cash,Yes,2,GERMANY,2
45~64,Spouse and Children,3,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,Yes,Yes,4,4,Cash,Yes,4,SPAIN,3
45~64,Children,1,1,Leisure and Holidays,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,15,5,Cash,Yes,2,NETHERLANDS,2
1~24,Friends/Relatives,2,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,No,No,Yes,Yes,7,0,Cash,Yes,2,BELGIUM,2
25~44,Spouse,1,1,Leisure and Holidays,Conference tourism,others,Independent,No,No,No,No,No,No,No,30,17,Cash,Yes,2,GERMANY,3
45~64,Children,3,0,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,No,No,5,2,Credit Card,Yes,3,UNITED STATES OF AMERICA,3
25~44,Blank,0,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,9,0,Cash,Yes,1,UNITED KINGDOM,2
25~44,Blank,0,1,Leisure and Holidays,Conference tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,Cash,Yes,1,KOREA,3
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,10,0,Cash,Yes,2,UNITED STATES OF AMERICA,3
25~44,Friends/Relatives,2,1,Leisure and Holidays,Bird watching,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,9,3,Cash,Yes,3,UNITED STATES OF AMERICA,3
65+,Friends/Relatives,1,3,Leisure and Holidays,Diving and Sport Fishing,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,No,Yes,No,No,6,0,Cash,Yes,4,UNITED STATES OF AMERICA,4
25~44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,10,0,Cash,Yes,1,UNITED KINGDOM,1
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Credit Card,Yes,2,ITALY,1
25~44,Spouse and Children,3,0,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,0,6,Credit Card,No,3,UNITED KINGDOM,2
25~44,Children,1,1,Visiting Friends and Relatives,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,6,0,Cash,No,2,KENYA,1
25~44,Friends/Relatives,2,0,Meetings and Conference,Mountain climbing,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,7,0,Credit Card,Yes,2,ETHIOPIA,2
25~44,Alone,0,1,Business,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,Cash,No,1,ZAMBIA,2
45~64,Blank,0,1,Meetings and Conference,Mountain climbing,Trade fair,Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,KENYA,1
45~64,Spouse,1,1,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,2,BURUNDI,1
25~44,Friends/Relatives,2,0,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Cash,No,2,ZAMBIA,2
25~44,Alone,0,1,Business,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,1,0,Cash,No,1,ZIMBABWE,1
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,0,7,Credit Card,Yes,2,UNITED KINGDOM,3
1~24,Alone,0,1,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,1,ZIMBABWE,1
