age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,payment_mode,first_trip_tz,total_people,country_new,cost_category
45~64,Blank,0,1,Business,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,BURUNDI,2
25~44,Alone,0,1,Other,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,ZIMBABWE,2
25~44,Alone,0,1,Business,Wildlife tourism,Trade fair,Independent,No,No,No,No,No,No,No,30,0,Cash,No,1,UGANDA,2
1~24,Alone,0,1,Leisure and Holidays,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,0,Cash,Yes,1,GREECE,2
25~44,Alone,0,1,Business,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,ZIMBABWE,1
25~44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,Yes,1,UGANDA,2
65+,Blank,1,0,Visiting Friends and Relatives,Bird watching,"Friends, relatives",Independent,No,No,No,No,No,No,No,21,0,Cash,Yes,1,UNITED KINGDOM,1
45~64,Blank,0,1,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,Yes,1,UGANDA,1
25~44,Blank,0,1,Business,Bird watching,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,ZIMBABWE,1
45~64,Blank,1,0,Other,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,Cash,No,1,ZAMBIA,1
45~64,Spouse,1,1,Other,Hunting tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,2,0,Cash,No,2,ZIMBABWE,1
25~44,Blank,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,ZIMBABWE,1
45~64,Children,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,No,Yes,Yes,Yes,Yes,No,7,7,Cash,Yes,2,ITALY,3
25~44,Spouse,0,1,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,ZIMBABWE,2
25~44,Children,1,1,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,No,2,DRC,1
1~24,Alone,0,1,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,Cash,Yes,1,UGANDA,1
25~44,Blank,1,0,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,0,Cash,No,1,UGANDA,2
25~44,Friends/Relatives,0,2,Business,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,2,ZIMBABWE,2
25~44,Alone,0,1,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,ZAMBIA,1
25~44,Blank,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,Yes,1,ZIMBABWE,1
25~44,Blank,0,1,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,6,0,Cash,No,1,ZAMBIA,2
25~44,Alone,0,1,Business,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,ZIMBABWE,1
25~44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,ZAMBIA,1
25~44,Friends/Relatives,2,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,No,Yes,Yes,Yes,14,7,Cash,Yes,2,UNITED KINGDOM,3
25~44,Friends/Relatives,1,1,Business,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,1,0,Cash,No,2,ZIMBABWE,1
45~64,Blank,0,1,Business,Wildlife tourism,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,30,0,Cash,No,1,UGANDA,1
25~44,Blank,1,0,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,Cash,No,1,ZAMBIA,2
25~44,Children,0,3,Other,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,29,0,Cash,No,3,ZAMBIA,2
25~44,Spouse,1,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,No,2,ZAMBIA,1
45~64,Alone,0,1,Other,Hunting tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,ZAMBIA,1
25~44,Blank,0,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,Cash,No,1,BURUNDI,1
25~44,Blank,1,0,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,0,Cash,No,1,DRC,1
25~44,Blank,0,1,Meetings and Conference,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,Cash,No,1,CONGO,1
1~24,Friends/Relatives,1,1,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,2,0,Cash,No,2,ZIMBABWE,2
1~24,Friends/Relatives,1,1,Leisure and Holidays,Cultural tourism,others,Independent,No,No,No,No,No,No,No,5,7,Cash,Yes,2,UNITED KINGDOM,1
25~44,Alone,0,1,Business,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,0,10,Cash,Yes,1,ZAMBIA,2
25~44,Blank,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Cash,No,1,ZAMBIA,2
25~44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,Cash,No,1,ZAMBIA,2
25~44,Alone,0,1,Business,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,1,ZAMBIA,1
25~44,Children,0,3,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,No,3,O-EEU,1
25~44,Blank,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,12,0,Cash,No,1,UGANDA,1
45~64,Friends/Relatives,0,1,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,1,Cash,Yes,1,UGANDA,1
1~24,Blank,0,1,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,0,Cash,No,1,BURUNDI,1
25~44,Friends/Relatives,0,2,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,2,DRC,1
25~44,Friends/Relatives,0,2,Business,Bird watching,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Cash,No,2,ZAMBIA,2
45~64,Friends/Relatives,3,2,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,Yes,5,UGANDA,1
25~44,Blank,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,9,0,Cash,No,1,UGANDA,3
25~44,Blank,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,Cash,No,1,BURUNDI,1
25~44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Cash,No,1,DRC,2
25~44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,Yes,1,ZIMBABWE,2
45~64,Spouse and Children,2,3,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11,0,Cash,Yes,5,UNITED STATES OF AMERICA,4
25~44,Alone,0,1,Business,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,1,0,Cash,No,1,ZIMBABWE,2
25~44,Alone,1,0,Other,Hunting tourism,others,Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,UGANDA,1
25~44,Blank,1,0,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,12,0,Cash,No,1,BURUNDI,2
1~24,Friends/Relatives,0,6,Business,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,Yes,6,ZIMBABWE,1
25~44,Blank,1,0,Scientific and Academic,Hunting tourism,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,7,0,Cash,Yes,1,CONGO,1
45~64,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,Cash,No,1,UGANDA,1
25~44,Spouse,1,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,No,2,ZAMBIA,1
45~64,Blank,1,0,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,1,RWANDA,1
25~44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,Cash,No,1,UGANDA,1
25~44,Alone,0,1,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,ZIMBABWE,1
25~44,Children,0,2,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,No,2,ZAMBIA,1
45~64,Alone,0,1,Business,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,2,1,Cash,No,1,ZIMBABWE,2
25~44,Alone,1,0,Meetings and Conference,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,Credit Card,No,1,UNITED STATES OF AMERICA,2
45~64,Friends/Relatives,1,1,Other,Hunting tourism,others,Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,2,ZIMBABWE,1
25~44,Alone,0,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,0,Cash,No,1,DRC,1
25~44,Blank,1,0,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Cash,Yes,1,ZAMBIA,1
45~64,Blank,1,0,Leisure and Holidays,Hunting tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,4,0,Cash,No,1,ZIMBABWE,1
1~24,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Cash,Yes,1,ZAMBIA,1
45~64,Blank,1,0,Visiting Friends and Relatives,Beach tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,ZIMBABWE,1
25~44,Blank,1,0,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,ZAMBIA,1
45~64,Blank,1,0,Business,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,ZAMBIA,1
25~44,Blank,0,1,Volunteering,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,13,0,Cash,No,1,UGANDA,1
1~24,Alone,0,1,Business,Beach tourism,Trade fair,Independent,No,No,No,No,No,No,No,145,0,Cash,No,1,INDIA,2
25~44,Blank,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,1,ZIMBABWE,2
25~44,Alone,0,1,Other,Hunting tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,ZIMBABWE,2
25~44,Alone,0,1,Business,Mountain climbing,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,4,0,Credit Card,No,1,ZIMBABWE,2
25~44,Alone,0,1,Business,Beach tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,ZIMBABWE,2
25~44,Blank,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Cash,No,1,ZAMBIA,1
45~64,Alone,1,0,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,Cash,Yes,1,ZAMBIA,2
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,5,0,Credit Card,Yes,2,SWIZERLAND,2
65+,Alone,0,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,1,UGANDA,1
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,17,4,Credit Card,Yes,2,NETHERLANDS,3
1~24,Blank,1,0,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,0,Cash,No,1,BURUNDI,1
25~44,Blank,0,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,4,2,Cash,Yes,1,UGANDA,1
25~44,Friends/Relatives,0,2,Business,Bird watching,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,No,2,ZAMBIA,2
25~44,Alone,0,1,Business,Mountain climbing,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,1,ZIMBABWE,1
25~44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,ZIMBABWE,2
25~44,Blank,0,1,Business,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,4,0,Cash,Yes,1,ZIMBABWE,2
25~44,Blank,0,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,0,Cash,No,1,UGANDA,1
25~44,Blank,0,1,Business,Wildlife tourism,Trade fair,Independent,No,No,No,No,No,No,No,1,0,Cash,Yes,1,ZIMBABWE,1
25~44,Friends/Relatives,0,2,Business,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,2,0,Cash,No,2,ZIMBABWE,1
25~44,Alone,0,1,Business,Mountain climbing,others,Independent,No,No,No,No,No,No,No,1,0,Cash,No,1,ZIMBABWE,1
25~44,Blank,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,14,0,Cash,No,1,DRC,1
25~44,Blank,0,1,Meetings and Conference,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Cash,No,1,DRC,1
25~44,Alone,0,1,Meetings and Conference,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,BURUNDI,1
25~44,Friends/Relatives,2,0,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,Cash,Yes,2,UGANDA,1
25~44,Friends/Relatives,2,0,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,Yes,2,RWANDA,1
25~44,Blank,0,2,Business,Wildlife tourism,Trade fair,Independent,No,No,No,No,No,No,No,4,0,Cash,No,2,UGANDA,2
25~44,Spouse,1,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,Cash,No,2,ZIMBABWE,1
45~64,Spouse and Children,2,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,7,6,Credit Card,No,4,ITALY,4
25~44,Blank,0,1,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,16,0,Cash,No,1,UGANDA,1
45~64,Children,1,1,Volunteering,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,2,RWANDA,1
1~24,Alone,1,0,Leisure and Holidays,Beach tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,1,RWANDA,1
25~44,Friends/Relatives,2,0,Meetings and Conference,Hunting tourism,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,2,0,Cash,No,2,BURUNDI,1
25~44,Alone,1,0,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,DRC,1
1~24,Friends/Relatives,1,1,Volunteering,Hunting tourism,"Friends, relatives",Package Tour,No,Yes,Yes,No,No,No,No,0,30,Cash,No,2,UNITED KINGDOM,2
25~44,Alone,0,1,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Cash,No,1,UGANDA,1
25~44,Blank,0,1,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,Cash,No,1,UGANDA,1
45~64,Blank,0,1,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,1,0,Credit Card,No,1,UNITED KINGDOM,1
45~64,Alone,1,0,Leisure and Holidays,Hunting tourism,others,Independent,No,No,No,No,No,No,No,7,1,Cash,Yes,1,KENYA,2
25~44,Blank,0,1,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,DRC,1
25~44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Cash,No,1,ZAMBIA,1
1~24,Alone,0,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,12,0,Cash,No,1,UGANDA,1
25~44,Blank,0,1,Other,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,Yes,1,ZIMBABWE,1
45~64,Spouse,1,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Cash,No,2,KENYA,2
25~44,Children,2,1,Other,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,12,0,Cash,No,3,UGANDA,1
25~44,Alone,0,1,Business,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,ZIMBABWE,1
45~64,Children,0,2,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,2,DRC,1
45~64,Alone,0,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,7,0,Cash,No,1,UNITED KINGDOM,2
45~64,Blank,0,1,Leisure and Holidays,Cultural tourism,Trade fair,Independent,No,No,No,No,No,No,No,1,0,Cash,Yes,1,ZIMBABWE,1
25~44,Alone,0,1,Business,Bird watching,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,1,0,Cash,No,1,ZIMBABWE,1
25~44,Blank,1,0,Business,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,BURUNDI,2
25~44,Alone,0,1,Scientific and Academic,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,Cash,No,1,UGANDA,1
25~44,Children,1,1,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Cash,No,2,BURUNDI,1
45~64,Friends/Relatives,0,2,Business,Hunting tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,2,0,Cash,No,2,SOUTH AFRICA,2
1~24,Friends/Relatives,0,2,Visiting Friends and Relatives,Cultural tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,26,0,Cash,Yes,2,ITALY,2
25~44,Blank,0,1,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,UGANDA,1
25~44,Blank,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,35,0,Cash,No,1,O-AF,1
25~44,Friends/Relatives,1,1,Leisure and Holidays,Beach tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,2,RWANDA,1
25~44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,0,Cash,No,1,UGANDA,1
25~44,Alone,0,1,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,UGANDA,1
45~64,Alone,0,1,Business,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,ZIMBABWE,1
45~64,Alone,0,1,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,7,0,Cash,No,1,ZIMBABWE,1
25~44,Blank,0,1,Other,Hunting tourism,others,Independent,No,No,No,No,No,No,No,6,0,Cash,Yes,1,KENYA,1
45~64,Blank,0,1,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,40,0,Cash,Yes,1,SOUTH AFRICA,2
25~44,Alone,0,1,Business,Mountain climbing,Trade fair,Independent,No,No,No,No,No,No,No,4,0,Cash,No,1,ZIMBABWE,2
25~44,Friends/Relatives,0,2,Other,Hunting tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,1,0,Cash,Yes,2,ZIMBABWE,1
25~44,Blank,0,1,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,Cash,Yes,1,ZIMBABWE,1
25~44,Alone,0,1,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,13,0,Cash,No,1,UGANDA,1
45~64,Blank,0,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,Cash,No,1,BURUNDI,1
25~44,Blank,0,1,Business,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,1,0,Credit Card,No,1,ZAMBIA,1
25~44,Friends/Relatives,0,2,Business,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,2,ZIMBABWE,2
25~44,Blank,1,0,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,BURUNDI,2
25~44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,ZIMBABWE,1
1~24,Alone,1,0,Scientific and Academic,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,1,MALAWI,1
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,9,6,Cash,Yes,2,NETHERLANDS,2
25~44,Blank,0,1,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,5,0,Cash,No,1,ZAMBIA,1
25~44,Friends/Relatives,0,2,Other,Hunting tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,2,0,Cash,No,2,ZIMBABWE,1
45~64,Children,0,2,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Cash,No,2,BURUNDI,1
45~64,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,1,ZIMBABWE,3
25~44,Blank,1,0,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,BURUNDI,1
25~44,Blank,0,1,Business,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,ZIMBABWE,1
25~44,Blank,0,1,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,Cash,No,1,BURUNDI,1
1~24,Alone,0,1,Business,Hunting tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,10,0,Cash,Yes,1,SOUTH AFRICA,2
45~64,Alone,0,1,Business,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,ZIMBABWE,1
25~44,Blank,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Credit Card,No,1,ZAMBIA,1
25~44,Alone,1,0,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,Cash,Yes,1,ZIMBABWE,1
45~64,Blank,1,0,Business,Beach tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,ZAMBIA,1
25~44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,ZAMBIA,1
1~24,Alone,0,1,Visiting Friends and Relatives,Hunting tourism,others,Independent,No,No,No,No,No,No,No,14,0,Cash,No,1,KENYA,1
25~44,Blank,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,BURUNDI,1
25~44,Blank,0,1,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,0,Cash,No,1,UAE,2
25~44,Spouse,1,1,Leisure and Holidays,Cultural tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,50,10,Cash,Yes,2,FRANCE,2
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,6,Cash,Yes,2,DENMARK,2
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,others,Independent,No,No,No,No,No,No,No,5,0,Credit Card,No,2,UNITED KINGDOM,2
45~64,Alone,0,1,Business,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,RWANDA,2
25~44,Spouse,1,1,Meetings and Conference,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,3,0,Cash,No,2,SOUTH AFRICA,2
25~44,Friends/Relatives,4,0,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,No,Yes,Yes,No,No,Yes,No,3,5,Cash,Yes,4,SPAIN,2
45~64,Spouse and Children,2,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,4,Cash,Yes,3,FRANCE,3
25~44,Alone,1,0,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,7,0,Cash,Yes,1,SOUTH AFRICA,3
45~64,Alone,1,0,Meetings and Conference,Mountain climbing,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,10,0,Cash,No,1,UNITED STATES OF AMERICA,2
25~44,Blank,0,1,Visiting Friends and Relatives,Beach tourism,others,Independent,No,No,No,No,No,No,No,3,0,Credit Card,No,1,AUSTRALIA,2
25~44,Blank,1,0,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,3,Credit Card,No,1,KENYA,2
1~24,Friends/Relatives,1,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,6,7,Cash,Yes,2,UNITED KINGDOM,2
25~44,Blank,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,6,2,Cash,Yes,1,SOUTH AFRICA,2
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,3,Credit Card,No,2,AUSTRALIA,1
